,Kód kraja,Názov kraja,Kód okresu,Názov okresu,Súčasná ekonomická aktivita,Pohlavie,Vek,abs.
321,1,Bratislavský kraj,101,Okres Bratislava I,pracujúci dôchodcovia,ženy,65-69,228.0
322,1,Bratislavský kraj,101,Okres Bratislava I,pracujúci dôchodcovia,ženy,70-74,76.0
323,1,Bratislavský kraj,101,Okres Bratislava I,pracujúci dôchodcovia,ženy,75-79,42.0
324,1,Bratislavský kraj,101,Okres Bratislava I,pracujúci dôchodcovia,ženy,80-84,35.0
325,1,Bratislavský kraj,101,Okres Bratislava I,pracujúci dôchodcovia,ženy,85-89,2.0
326,1,Bratislavský kraj,101,Okres Bratislava I,pracujúci dôchodcovia,ženy,90-94,0.0
327,1,Bratislavský kraj,101,Okres Bratislava I,pracujúci dôchodcovia,ženy,95-99,0.0
328,1,Bratislavský kraj,101,Okres Bratislava I,pracujúci dôchodcovia,ženy,nezistený,0.0
330,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,15-19,1.0
331,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,20-24,2.0
332,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,25-29,2.0
333,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,30-34,7.0
334,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,35-39,7.0
335,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,40-44,8.0
336,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,45-49,2.0
337,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,50-54,5.0
338,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,55-59,4.0
339,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,60-64,2.0
340,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,65-69,2.0
341,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,70-74,1.0
342,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,75-79,1.0
343,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,80-84,1.0
344,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,85-89,0.0
345,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,90-94,0.0
346,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,95-99,1.0
347,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,muži,nezistený,0.0
350,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,105+,0.0
351,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,15-19,0.0
352,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,20-24,0.0
353,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,25-29,1.0
354,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,30-34,6.0
355,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,35-39,7.0
356,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,40-44,3.0
357,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,45-49,2.0
358,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,50-54,4.0
359,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,55-59,5.0
360,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,60-64,1.0
361,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,65-69,2.0
362,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,70-74,0.0
363,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,75-79,0.0
364,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,80-84,2.0
365,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,85-89,1.0
366,1,Bratislavský kraj,101,Okres Bratislava I,príjemcovia kapitálových príjmov,ženy,95-99,1.0
368,1,Bratislavský kraj,101,Okres Bratislava I,študenti stredných škôl,muži,15-19,422.0
369,1,Bratislavský kraj,101,Okres Bratislava I,študenti stredných škôl,muži,20-24,49.0
370,1,Bratislavský kraj,101,Okres Bratislava I,študenti stredných škôl,muži,25-29,8.0
371,1,Bratislavský kraj,101,Okres Bratislava I,študenti stredných škôl,muži,30-34,4.0
372,1,Bratislavský kraj,101,Okres Bratislava I,študenti stredných škôl,muži,nezistený,0.0
375,1,Bratislavský kraj,101,Okres Bratislava I,študenti stredných škôl,ženy,15-19,373.0
376,1,Bratislavský kraj,101,Okres Bratislava I,študenti stredných škôl,ženy,20-24,33.0
377,1,Bratislavský kraj,101,Okres Bratislava I,študenti stredných škôl,ženy,25-29,7.0
378,1,Bratislavský kraj,101,Okres Bratislava I,študenti stredných škôl,ženy,30-34,3.0
379,1,Bratislavský kraj,101,Okres Bratislava I,študenti stredných škôl,ženy,nezistený,0.0
381,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,15-19,53.0
382,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,20-24,442.0
383,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,25-29,119.0
384,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,30-34,13.0
385,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,35-39,4.0
386,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,40-44,2.0
387,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,45-49,2.0
388,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,50-54,3.0
389,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,55-59,0.0
390,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,60-64,0.0
391,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,65-69,1.0
392,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,70-74,0.0
393,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,75-79,0.0
394,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,80-84,0.0
395,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,85-89,0.0
396,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,90-94,0.0
397,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,95-99,1.0
398,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,muži,nezistený,1.0
401,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,15-19,61.0
402,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,20-24,491.0
403,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,25-29,110.0
404,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,30-34,11.0
405,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,35-39,3.0
406,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,40-44,1.0
407,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,45-49,1.0
408,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,50-54,0.0
409,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,55-59,1.0
410,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,60-64,0.0
411,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,65-69,1.0
412,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,70-74,2.0
413,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,75-79,0.0
414,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,80-84,0.0
415,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,85-89,1.0
416,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,90-94,1.0
417,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,95-99,0.0
418,1,Bratislavský kraj,101,Okres Bratislava I,študenti vysokých  škôl,ženy,nezistený,0.0
421,1,Bratislavský kraj,102,Okres Bratislava II,deti do 16 rokov (nar. po 20.05.1995),muži,0-4,3083.0
422,1,Bratislavský kraj,102,Okres Bratislava II,deti do 16 rokov (nar. po 20.05.1995),muži,10-14,1917.0
423,1,Bratislavský kraj,102,Okres Bratislava II,deti do 16 rokov (nar. po 20.05.1995),muži,15-19,430.0
424,1,Bratislavský kraj,102,Okres Bratislava II,deti do 16 rokov (nar. po 20.05.1995),muži,5-9,2278.0
425,1,Bratislavský kraj,102,Okres Bratislava II,deti do 16 rokov (nar. po 20.05.1995),muži,nezistený,7.0
428,1,Bratislavský kraj,102,Okres Bratislava II,deti do 16 rokov (nar. po 20.05.1995),ženy,0-4,2915.0
429,1,Bratislavský kraj,102,Okres Bratislava II,deti do 16 rokov (nar. po 20.05.1995),ženy,10-14,1874.0
430,1,Bratislavský kraj,102,Okres Bratislava II,deti do 16 rokov (nar. po 20.05.1995),ženy,15-19,413.0
431,1,Bratislavský kraj,102,Okres Bratislava II,deti do 16 rokov (nar. po 20.05.1995),ženy,5-9,2152.0
432,1,Bratislavský kraj,102,Okres Bratislava II,deti do 16 rokov (nar. po 20.05.1995),ženy,nezistený,7.0
434,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,100-104,1.0
435,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,105+,0.0
436,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,15-19,3.0
437,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,20-24,12.0
438,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,25-29,24.0
439,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,30-34,159.0
440,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,35-39,214.0
441,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,40-44,187.0
442,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,45-49,226.0
443,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,50-54,257.0
444,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,55-59,385.0
445,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,60-64,1458.0
446,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,65-69,1566.0
447,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,70-74,1605.0
448,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,75-79,1393.0
449,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,80-84,870.0
450,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,85-89,382.0
451,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,90-94,95.0
452,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,95-99,16.0
453,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,muži,nezistený,3.0
456,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,100-104,5.0
457,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,105+,0.0
458,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,15-19,7.0
459,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,20-24,12.0
460,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,25-29,9.0
461,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,30-34,182.0
462,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,35-39,198.0
463,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,40-44,179.0
464,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,45-49,218.0
465,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,50-54,271.0
466,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,55-59,1060.0
467,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,60-64,2657.0
468,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,65-69,2975.0
469,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,70-74,2747.0
470,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,75-79,2240.0
471,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,80-84,1747.0
472,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,85-89,895.0
473,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,90-94,186.0
474,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,95-99,53.0
475,1,Bratislavský kraj,102,Okres Bratislava II,dôchodcovia,ženy,nezistený,7.0
477,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,100-104,0.0
478,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,15-19,120.0
479,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,20-24,96.0
480,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,25-29,51.0
481,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,30-34,30.0
482,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,35-39,37.0
483,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,40-44,34.0
484,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,45-49,26.0
485,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,50-54,28.0
486,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,55-59,38.0
487,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,60-64,16.0
488,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,65-69,7.0
489,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,70-74,4.0
490,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,75-79,4.0
491,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,80-84,4.0
492,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,85-89,6.0
493,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,90-94,3.0
494,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,95-99,2.0
495,1,Bratislavský kraj,102,Okres Bratislava II,iné,muži,nezistený,3.0
498,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,100-104,0.0
499,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,15-19,106.0
500,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,20-24,80.0
501,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,25-29,55.0
502,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,30-34,17.0
503,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,35-39,28.0
504,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,40-44,22.0
505,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,45-49,21.0
506,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,50-54,32.0
507,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,55-59,39.0
508,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,60-64,11.0
509,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,65-69,7.0
510,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,70-74,4.0
511,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,75-79,3.0
512,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,80-84,5.0
513,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,85-89,21.0
514,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,90-94,4.0
515,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,95-99,1.0
516,1,Bratislavský kraj,102,Okres Bratislava II,iné,ženy,nezistený,0.0
518,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,muži,15-19,79.0
519,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,muži,20-24,373.0
520,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,muži,25-29,352.0
521,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,muži,30-34,401.0
522,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,muži,35-39,353.0
523,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,muži,40-44,266.0
524,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,muži,45-49,310.0
525,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,muži,50-54,286.0
526,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,muži,55-59,267.0
527,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,muži,60-64,53.0
528,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,muži,nezistený,1.0
531,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,ženy,15-19,73.0
532,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,ženy,20-24,228.0
533,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,ženy,25-29,280.0
534,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,ženy,30-34,344.0
535,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,ženy,35-39,330.0
536,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,ženy,40-44,276.0
537,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,ženy,45-49,299.0
538,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,ženy,50-54,276.0
539,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,ženy,55-59,245.0
540,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,ženy,60-64,23.0
541,1,Bratislavský kraj,102,Okres Bratislava II,nezamestnaní,ženy,nezistený,0.0
543,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,100-104,0.0
544,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,105+,0.0
545,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,15-19,105.0
546,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,20-24,200.0
547,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,25-29,156.0
548,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,30-34,192.0
549,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,35-39,190.0
550,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,40-44,122.0
551,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,45-49,83.0
552,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,50-54,68.0
553,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,55-59,71.0
554,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,60-64,50.0
555,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,65-69,27.0
556,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,70-74,30.0
557,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,75-79,17.0
558,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,80-84,23.0
559,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,85-89,14.0
560,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,90-94,0.0
561,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,95-99,0.0
562,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,muži,nezistený,22.0
565,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,100-104,0.0
566,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,105+,0.0
567,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,15-19,86.0
568,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,20-24,185.0
569,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,25-29,157.0
570,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,30-34,190.0
571,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,35-39,161.0
572,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,40-44,93.0
573,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,45-49,99.0
574,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,50-54,80.0
575,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,55-59,75.0
576,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,60-64,59.0
577,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,65-69,50.0
578,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,70-74,45.0
579,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,75-79,43.0
580,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,80-84,25.0
581,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,85-89,43.0
582,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,90-94,7.0
583,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,95-99,2.0
584,1,Bratislavský kraj,102,Okres Bratislava II,nezistená,ženy,nezistený,17.0
586,1,Bratislavský kraj,102,Okres Bratislava II,osoby na materskej dovolenke,muži,15-19,0.0
587,1,Bratislavský kraj,102,Okres Bratislava II,osoby na materskej dovolenke,muži,20-24,0.0
