"Kód okresu";"Názov okresu";"Pohlavie";"Ekonomické vekové skupiny";"Súčasná ekonomická aktivita";"abs."
SK0108;Okres Senec;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;2
SK0108;Okres Senec;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;5672
SK0108;Okres Senec;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;5020
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);dôverné;42
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);nezistené;734
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);22790
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;1188
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;87
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;75
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);nezamestnaný;1029
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);žiak strednej školy;1754
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);študent vysokej školy;737
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1098
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);dôchodca;1093
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;129
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);iná;87
SK0108;Okres Senec;muž;produktívny vek (15-64 rokov);žiak základnej školy;219
SK0108;Okres Senec;muž;poproduktívny vek (65 a viac rokov);dôverné;13
SK0108;Okres Senec;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1149
SK0108;Okres Senec;muž;poproduktívny vek (65 a viac rokov);dôchodca;3988
SK0108;Okres Senec;muž;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0108;Okres Senec;žena;predproduktívny vek (0-14 rokov);nezistené;7
SK0108;Okres Senec;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;5
SK0108;Okres Senec;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;5391
SK0108;Okres Senec;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;4767
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);dôverné;76
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);nezistené;520
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);19275
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;1330
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;570
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;1579
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);nezamestnaný;1352
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);žiak strednej školy;1720
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);študent vysokej školy;906
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);osoba v domácnosti;3326
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);dôchodca;1508
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;97
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);iná;10
SK0108;Okres Senec;žena;produktívny vek (15-64 rokov);žiak základnej školy;160
SK0108;Okres Senec;žena;poproduktívny vek (65 a viac rokov);dôverné;6
SK0108;Okres Senec;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;963
SK0108;Okres Senec;žena;poproduktívny vek (65 a viac rokov);dôchodca;6238
SK0108;Okres Senec;žena;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0211;Okres Dunajská Streda;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;5194
SK0211;Okres Dunajská Streda;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;4255
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);dôverné;103
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);nezistené;1284
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);29207
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;2539
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;38
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;45
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);nezamestnaný;1820
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);žiak strednej školy;1954
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);študent vysokej školy;693
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1979
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);dôchodca;2529
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;42
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);iná;223
SK0211;Okres Dunajská Streda;muž;produktívny vek (15-64 rokov);žiak základnej školy;390
SK0211;Okres Dunajská Streda;muž;poproduktívny vek (65 a viac rokov);dôverné;11
SK0211;Okres Dunajská Streda;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1643
SK0211;Okres Dunajská Streda;muž;poproduktívny vek (65 a viac rokov);dôchodca;6776
SK0211;Okres Dunajská Streda;žena;predproduktívny vek (0-14 rokov);nezistené;1
SK0211;Okres Dunajská Streda;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;4891
SK0211;Okres Dunajská Streda;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3981
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);dôverné;84
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);nezistené;894
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);24256
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;2321
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;407
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;1164
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);nezamestnaný;2486
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);žiak strednej školy;1913
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);študent vysokej školy;1034
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);osoba v domácnosti;4862
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);dôchodca;3259
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;38
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);iná;31
SK0211;Okres Dunajská Streda;žena;produktívny vek (15-64 rokov);žiak základnej školy;280
SK0211;Okres Dunajská Streda;žena;poproduktívny vek (65 a viac rokov);dôverné;9
SK0211;Okres Dunajská Streda;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1232
SK0211;Okres Dunajská Streda;žena;poproduktívny vek (65 a viac rokov);dôchodca;10801
SK0212;Okres Galanta;muž;predproduktívny vek (0-14 rokov);nezistené;1
SK0212;Okres Galanta;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK0212;Okres Galanta;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;3846
SK0212;Okres Galanta;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3183
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);dôverné;58
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);nezistené;1094
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);22650
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;1912
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;35
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;38
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);nezamestnaný;1072
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);žiak strednej školy;1484
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);študent vysokej školy;597
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1720
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);dôchodca;2055
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;47
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);iná;217
SK0212;Okres Galanta;muž;produktívny vek (15-64 rokov);žiak základnej školy;247
SK0212;Okres Galanta;muž;poproduktívny vek (65 a viac rokov);dôverné;9
SK0212;Okres Galanta;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1096
SK0212;Okres Galanta;muž;poproduktívny vek (65 a viac rokov);dôchodca;5468
SK0212;Okres Galanta;muž;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0212;Okres Galanta;žena;predproduktívny vek (0-14 rokov);nezistené;2
SK0212;Okres Galanta;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;2
SK0212;Okres Galanta;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;3676
SK0212;Okres Galanta;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;2870
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);dôverné;72
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);nezistené;680
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);18188
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;1881
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;324
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;834
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);nezamestnaný;1330
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);žiak strednej školy;1434
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);študent vysokej školy;851
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);osoba v domácnosti;3585
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);dôchodca;2576
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;33
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);iná;24
SK0212;Okres Galanta;žena;produktívny vek (15-64 rokov);žiak základnej školy;178
SK0212;Okres Galanta;žena;poproduktívny vek (65 a viac rokov);dôverné;3
SK0212;Okres Galanta;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;855
SK0212;Okres Galanta;žena;poproduktívny vek (65 a viac rokov);dôchodca;8894
SK0212;Okres Galanta;žena;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0213;Okres Hlohovec;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;1839
SK0213;Okres Hlohovec;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1418
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);dôverné;34
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);nezistené;414
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);10491
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;786
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;29
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;22
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);nezamestnaný;477
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);žiak strednej školy;723
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);študent vysokej školy;356
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);osoba v domácnosti;644
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);dôchodca;1080
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;24
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);iná;51
SK0213;Okres Hlohovec;muž;produktívny vek (15-64 rokov);žiak základnej školy;113
SK0213;Okres Hlohovec;muž;poproduktívny vek (65 a viac rokov);dôverné;3
SK0213;Okres Hlohovec;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;426
SK0213;Okres Hlohovec;muž;poproduktívny vek (65 a viac rokov);dôchodca;2780
SK0213;Okres Hlohovec;žena;predproduktívny vek (0-14 rokov);nezistené;1
SK0213;Okres Hlohovec;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;3
SK0213;Okres Hlohovec;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;1810
SK0213;Okres Hlohovec;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1343
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);dôverné;28
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);nezistené;239
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);8214
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;752
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;143
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;392
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);nezamestnaný;515
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);žiak strednej školy;752
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);študent vysokej školy;488
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);osoba v domácnosti;1383
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);dôchodca;1318
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;22
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);iná;3
SK0213;Okres Hlohovec;žena;produktívny vek (15-64 rokov);žiak základnej školy;86
SK0213;Okres Hlohovec;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;388
SK0213;Okres Hlohovec;žena;poproduktívny vek (65 a viac rokov);dôchodca;4424
SK0213;Okres Hlohovec;žena;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0214;Okres Piešťany;muž;predproduktívny vek (0-14 rokov);nezistené;1
SK0214;Okres Piešťany;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK0214;Okres Piešťany;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;2479
SK0214;Okres Piešťany;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;2002
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);dôverné;61
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);nezistené;664
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);13842
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;1491
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;21
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;31
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);nezamestnaný;797
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);žiak strednej školy;1024
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);študent vysokej školy;458
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);osoba v domácnosti;937
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);dôchodca;1404
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;41
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);iná;64
SK0214;Okres Piešťany;muž;produktívny vek (15-64 rokov);žiak základnej školy;137
SK0214;Okres Piešťany;muž;poproduktívny vek (65 a viac rokov);dôverné;9
SK0214;Okres Piešťany;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1007
SK0214;Okres Piešťany;muž;poproduktívny vek (65 a viac rokov);dôchodca;4151
SK0214;Okres Piešťany;muž;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;2
SK0214;Okres Piešťany;žena;predproduktívny vek (0-14 rokov);nezistené;2
SK0214;Okres Piešťany;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK0214;Okres Piešťany;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;2321
SK0214;Okres Piešťany;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1860
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);dôverné;54
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);nezistené;516
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);11401
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;1483
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;206
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;509
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);nezamestnaný;810
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);žiak strednej školy;965
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);študent vysokej školy;578
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);osoba v domácnosti;2140
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);dôchodca;1778
SK0214;Okres Piešťany;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;40
