,Názov kraja,Názov okresu,Pohlavie,Súčasná ekonomická aktivita,abs.
1462,Prešovský kraj,Okres Poprad,Ženy,študent vysokej školy,1049
1463,Prešovský kraj,Okres Poprad,Ženy,nezistené,1660
1464,Prešovský kraj,Okres Prešov,Muži,na materskej dovolenke,46
1465,Prešovský kraj,Okres Prešov,Muži,pracujúci dôhodcovia,223
1466,Prešovský kraj,Okres Prešov,Muži,vypomáhajúci v rod. podniku,8
1467,Prešovský kraj,Okres Prešov,Muži,nezamestnaní,10621
1468,Prešovský kraj,Okres Prešov,Muži,iné,29810
1469,Prešovský kraj,Okres Prešov,Ženy,na materskej dovolenke,3924
1470,Prešovský kraj,Okres Prešov,Ženy,pracujúci dôhodcovia,270
1471,Prešovský kraj,Okres Prešov,Ženy,vypomáhajúci v rod. podniku,52
1472,Prešovský kraj,Okres Prešov,Ženy,nezamestnaní,7787
1473,Prešovský kraj,Okres Prešov,Ženy,iné,25270
1474,Prešovský kraj,Okres Prešov,Muži,dôchodca,10985
1475,Prešovský kraj,Okres Prešov,Muži,nezávislí,1131
1476,Prešovský kraj,Okres Prešov,Muži,deti a žiaci ZŠ,19663
1477,Prešovský kraj,Okres Prešov,Muži,žiak z učilíšť,946
1478,Prešovský kraj,Okres Prešov,Muži,žiak strednej školy,2459
1479,Prešovský kraj,Okres Prešov,Muži,študent vysokej školy,1666
1480,Prešovský kraj,Okres Prešov,Muži,nezistené,1256
1481,Prešovský kraj,Okres Prešov,Ženy,dôchodca,18634
1482,Prešovský kraj,Okres Prešov,Ženy,nezávislí,625
1483,Prešovský kraj,Okres Prešov,Ženy,deti a žiaci ZŠ,18683
1484,Prešovský kraj,Okres Prešov,Ženy,žiak z učilíšť,486
1485,Prešovský kraj,Okres Prešov,Ženy,žiak strednej školy,2986
1486,Prešovský kraj,Okres Prešov,Ženy,študent vysokej školy,1729
1487,Prešovský kraj,Okres Prešov,Ženy,nezistené,2522
1488,Prešovský kraj,Okres Sabinov,Muži,na materskej dovolenke,12
1489,Prešovský kraj,Okres Sabinov,Muži,pracujúci dôhodcovia,33
1490,Prešovský kraj,Okres Sabinov,Muži,vypomáhajúci v rod. podniku,0
1491,Prešovský kraj,Okres Sabinov,Muži,nezamestnaní,4419
1492,Prešovský kraj,Okres Sabinov,Muži,iné,8841
1493,Prešovský kraj,Okres Sabinov,Ženy,na materskej dovolenke,1646
1494,Prešovský kraj,Okres Sabinov,Ženy,pracujúci dôhodcovia,34
1495,Prešovský kraj,Okres Sabinov,Ženy,vypomáhajúci v rod. podniku,7
1496,Prešovský kraj,Okres Sabinov,Ženy,nezamestnaní,3268
1497,Prešovský kraj,Okres Sabinov,Ženy,iné,6278
1498,Prešovský kraj,Okres Sabinov,Muži,dôchodca,3478
1499,Prešovský kraj,Okres Sabinov,Muži,nezávislí,345
1500,Prešovský kraj,Okres Sabinov,Muži,deti a žiaci ZŠ,7985
1501,Prešovský kraj,Okres Sabinov,Muži,žiak z učilíšť,325
1502,Prešovský kraj,Okres Sabinov,Muži,žiak strednej školy,674
1503,Prešovský kraj,Okres Sabinov,Muži,študent vysokej školy,384
1504,Prešovský kraj,Okres Sabinov,Muži,nezistené,472
1505,Prešovský kraj,Okres Sabinov,Ženy,dôchodca,5640
1506,Prešovský kraj,Okres Sabinov,Ženy,nezávislí,220
1507,Prešovský kraj,Okres Sabinov,Ženy,deti a žiaci ZŠ,7592
1508,Prešovský kraj,Okres Sabinov,Ženy,žiak z učilíšť,164
1509,Prešovský kraj,Okres Sabinov,Ženy,žiak strednej školy,845
1510,Prešovský kraj,Okres Sabinov,Ženy,študent vysokej školy,356
1511,Prešovský kraj,Okres Sabinov,Ženy,nezistené,1049
1512,Prešovský kraj,Okres Snina,Muži,na materskej dovolenke,13
1513,Prešovský kraj,Okres Snina,Muži,pracujúci dôhodcovia,29
1514,Prešovský kraj,Okres Snina,Muži,vypomáhajúci v rod. podniku,1
1515,Prešovský kraj,Okres Snina,Muži,nezamestnaní,2599
1516,Prešovský kraj,Okres Snina,Muži,iné,7223
1517,Prešovský kraj,Okres Snina,Ženy,na materskej dovolenke,971
1518,Prešovský kraj,Okres Snina,Ženy,pracujúci dôhodcovia,33
1519,Prešovský kraj,Okres Snina,Ženy,vypomáhajúci v rod. podniku,3
1520,Prešovský kraj,Okres Snina,Ženy,nezamestnaní,2139
1521,Prešovský kraj,Okres Snina,Ženy,iné,5553
1522,Prešovský kraj,Okres Snina,Muži,dôchodca,3216
1523,Prešovský kraj,Okres Snina,Muži,nezávislí,253
1524,Prešovský kraj,Okres Snina,Muži,deti a žiaci ZŠ,4479
1525,Prešovský kraj,Okres Snina,Muži,žiak z učilíšť,229
1526,Prešovský kraj,Okres Snina,Muži,žiak strednej školy,638
1527,Prešovský kraj,Okres Snina,Muži,študent vysokej školy,419
1528,Prešovský kraj,Okres Snina,Muži,nezistené,366
1529,Prešovský kraj,Okres Snina,Ženy,dôchodca,5165
1530,Prešovský kraj,Okres Snina,Ženy,nezávislí,116
1531,Prešovský kraj,Okres Snina,Ženy,deti a žiaci ZŠ,4492
1532,Prešovský kraj,Okres Snina,Ženy,žiak z učilíšť,123
1533,Prešovský kraj,Okres Snina,Ženy,žiak strednej školy,726
1534,Prešovský kraj,Okres Snina,Ženy,študent vysokej školy,397
1535,Prešovský kraj,Okres Snina,Ženy,nezistené,450
1536,Prešovský kraj,Okres Stará Ľubovňa,Muži,na materskej dovolenke,21
1537,Prešovský kraj,Okres Stará Ľubovňa,Muži,pracujúci dôhodcovia,35
1538,Prešovský kraj,Okres Stará Ľubovňa,Muži,vypomáhajúci v rod. podniku,5
1539,Prešovský kraj,Okres Stará Ľubovňa,Muži,nezamestnaní,2651
1540,Prešovský kraj,Okres Stará Ľubovňa,Muži,iné,9796
1541,Prešovský kraj,Okres Stará Ľubovňa,Ženy,na materskej dovolenke,1657
1542,Prešovský kraj,Okres Stará Ľubovňa,Ženy,pracujúci dôhodcovia,71
1543,Prešovský kraj,Okres Stará Ľubovňa,Ženy,vypomáhajúci v rod. podniku,8
1544,Prešovský kraj,Okres Stará Ľubovňa,Ženy,nezamestnaní,2262
1545,Prešovský kraj,Okres Stará Ľubovňa,Ženy,iné,7024
1546,Prešovský kraj,Okres Stará Ľubovňa,Muži,dôchodca,3209
1547,Prešovský kraj,Okres Stará Ľubovňa,Muži,nezávislí,397
1548,Prešovský kraj,Okres Stará Ľubovňa,Muži,deti a žiaci ZŠ,7302
1549,Prešovský kraj,Okres Stará Ľubovňa,Muži,žiak z učilíšť,426
1550,Prešovský kraj,Okres Stará Ľubovňa,Muži,žiak strednej školy,699
1551,Prešovský kraj,Okres Stará Ľubovňa,Muži,študent vysokej školy,393
1552,Prešovský kraj,Okres Stará Ľubovňa,Muži,nezistené,246
1553,Prešovský kraj,Okres Stará Ľubovňa,Ženy,dôchodca,5245
1554,Prešovský kraj,Okres Stará Ľubovňa,Ženy,nezávislí,263
1555,Prešovský kraj,Okres Stará Ľubovňa,Ženy,deti a žiaci ZŠ,7029
1556,Prešovský kraj,Okres Stará Ľubovňa,Ženy,žiak z učilíšť,180
1557,Prešovský kraj,Okres Stará Ľubovňa,Ženy,žiak strednej školy,859
1558,Prešovský kraj,Okres Stará Ľubovňa,Ženy,študent vysokej školy,479
1559,Prešovský kraj,Okres Stará Ľubovňa,Ženy,nezistené,427
1560,Prešovský kraj,Okres Stropkov,Muži,na materskej dovolenke,15
1561,Prešovský kraj,Okres Stropkov,Muži,pracujúci dôhodcovia,23
1562,Prešovský kraj,Okres Stropkov,Muži,vypomáhajúci v rod. podniku,1
1563,Prešovský kraj,Okres Stropkov,Muži,nezamestnaní,1552
1564,Prešovský kraj,Okres Stropkov,Muži,iné,3911
1565,Prešovský kraj,Okres Stropkov,Ženy,na materskej dovolenke,565
1566,Prešovský kraj,Okres Stropkov,Ženy,pracujúci dôhodcovia,30
1567,Prešovský kraj,Okres Stropkov,Ženy,vypomáhajúci v rod. podniku,5
1568,Prešovský kraj,Okres Stropkov,Ženy,nezamestnaní,1188
1569,Prešovský kraj,Okres Stropkov,Ženy,iné,2897
1570,Prešovský kraj,Okres Stropkov,Muži,dôchodca,1592
1571,Prešovský kraj,Okres Stropkov,Muži,nezávislí,139
1572,Prešovský kraj,Okres Stropkov,Muži,deti a žiaci ZŠ,2474
1573,Prešovský kraj,Okres Stropkov,Muži,žiak z učilíšť,114
1574,Prešovský kraj,Okres Stropkov,Muži,žiak strednej školy,295
1575,Prešovský kraj,Okres Stropkov,Muži,študent vysokej školy,200
1576,Prešovský kraj,Okres Stropkov,Muži,nezistené,154
1577,Prešovský kraj,Okres Stropkov,Ženy,dôchodca,2589
1578,Prešovský kraj,Okres Stropkov,Ženy,nezávislí,96
1579,Prešovský kraj,Okres Stropkov,Ženy,deti a žiaci ZŠ,2369
1580,Prešovský kraj,Okres Stropkov,Ženy,žiak z učilíšť,36
1581,Prešovský kraj,Okres Stropkov,Ženy,žiak strednej školy,364
1582,Prešovský kraj,Okres Stropkov,Ženy,študent vysokej školy,246
1583,Prešovský kraj,Okres Stropkov,Ženy,nezistené,172
1584,Prešovský kraj,Okres Svidník,Muži,na materskej dovolenke,19
1585,Prešovský kraj,Okres Svidník,Muži,pracujúci dôhodcovia,34
1586,Prešovský kraj,Okres Svidník,Muži,vypomáhajúci v rod. podniku,2
1587,Prešovský kraj,Okres Svidník,Muži,nezamestnaní,2308
1588,Prešovský kraj,Okres Svidník,Muži,iné,6194
1589,Prešovský kraj,Okres Svidník,Ženy,na materskej dovolenke,935
1590,Prešovský kraj,Okres Svidník,Ženy,pracujúci dôhodcovia,40
1591,Prešovský kraj,Okres Svidník,Ženy,vypomáhajúci v rod. podniku,8
1592,Prešovský kraj,Okres Svidník,Ženy,nezamestnaní,1853
1593,Prešovský kraj,Okres Svidník,Ženy,iné,5054
1594,Prešovský kraj,Okres Svidník,Muži,dôchodca,2408
1595,Prešovský kraj,Okres Svidník,Muži,nezávislí,177
1596,Prešovský kraj,Okres Svidník,Muži,deti a žiaci ZŠ,4014
1597,Prešovský kraj,Okres Svidník,Muži,žiak z učilíšť,168
1598,Prešovský kraj,Okres Svidník,Muži,žiak strednej školy,484
1599,Prešovský kraj,Okres Svidník,Muži,študent vysokej školy,341
1600,Prešovský kraj,Okres Svidník,Muži,nezistené,221
1601,Prešovský kraj,Okres Svidník,Ženy,dôchodca,4036
1602,Prešovský kraj,Okres Svidník,Ženy,nezávislí,86
1603,Prešovský kraj,Okres Svidník,Ženy,deti a žiaci ZŠ,3812
1604,Prešovský kraj,Okres Svidník,Ženy,žiak z učilíšť,81
1605,Prešovský kraj,Okres Svidník,Ženy,žiak strednej školy,588
1606,Prešovský kraj,Okres Svidník,Ženy,študent vysokej školy,387
1607,Prešovský kraj,Okres Svidník,Ženy,nezistené,256
1608,Prešovský kraj,Okres Vranov nad Topľou,Muži,na materskej dovolenke,26
1609,Prešovský kraj,Okres Vranov nad Topľou,Muži,pracujúci dôhodcovia,72
1610,Prešovský kraj,Okres Vranov nad Topľou,Muži,vypomáhajúci v rod. podniku,10
1611,Prešovský kraj,Okres Vranov nad Topľou,Muži,nezamestnaní,5944
1612,Prešovský kraj,Okres Vranov nad Topľou,Muži,iné,13314
1613,Prešovský kraj,Okres Vranov nad Topľou,Ženy,na materskej dovolenke,1701
1614,Prešovský kraj,Okres Vranov nad Topľou,Ženy,pracujúci dôhodcovia,68
1615,Prešovský kraj,Okres Vranov nad Topľou,Ženy,vypomáhajúci v rod. podniku,22
1616,Prešovský kraj,Okres Vranov nad Topľou,Ženy,nezamestnaní,4416
1617,Prešovský kraj,Okres Vranov nad Topľou,Ženy,iné,10179
1618,Prešovský kraj,Okres Vranov nad Topľou,Muži,dôchodca,5378
1619,Prešovský kraj,Okres Vranov nad Topľou,Muži,nezávislí,477
1620,Prešovský kraj,Okres Vranov nad Topľou,Muži,deti a žiaci ZŠ,9990
1621,Prešovský kraj,Okres Vranov nad Topľou,Muži,žiak z učilíšť,482
1622,Prešovský kraj,Okres Vranov nad Topľou,Muži,žiak strednej školy,1025
1623,Prešovský kraj,Okres Vranov nad Topľou,Muži,študent vysokej školy,641
1624,Prešovský kraj,Okres Vranov nad Topľou,Muži,nezistené,422
1625,Prešovský kraj,Okres Vranov nad Topľou,Ženy,dôchodca,8815
1626,Prešovský kraj,Okres Vranov nad Topľou,Ženy,nezávislí,265
1627,Prešovský kraj,Okres Vranov nad Topľou,Ženy,deti a žiaci ZŠ,9530
1628,Prešovský kraj,Okres Vranov nad Topľou,Ženy,žiak z učilíšť,243
1629,Prešovský kraj,Okres Vranov nad Topľou,Ženy,žiak strednej školy,1276
1630,Prešovský kraj,Okres Vranov nad Topľou,Ženy,študent vysokej školy,624
1631,Prešovský kraj,Okres Vranov nad Topľou,Ženy,nezistené,1584
1632,Košický kraj,Okres Gelnica,Muži,na materskej dovolenke,8
1633,Košický kraj,Okres Gelnica,Muži,pracujúci dôhodcovia,489
1634,Košický kraj,Okres Gelnica,Muži,vypomáhajúci v rod. podniku,2
1635,Košický kraj,Okres Gelnica,Muži,nezamestnaní,2223
1636,Košický kraj,Okres Gelnica,Muži,iné,5437
1637,Košický kraj,Okres Gelnica,Ženy,na materskej dovolenke,850
1638,Košický kraj,Okres Gelnica,Ženy,pracujúci dôhodcovia,666
1639,Košický kraj,Okres Gelnica,Ženy,vypomáhajúci v rod. podniku,7
1640,Košický kraj,Okres Gelnica,Ženy,nezamestnaní,1727
1641,Košický kraj,Okres Gelnica,Ženy,iné,3988
1642,Košický kraj,Okres Gelnica,Muži,dôchodca,2045
1643,Košický kraj,Okres Gelnica,Muži,nezávislí,161
1644,Košický kraj,Okres Gelnica,Muži,deti a žiaci ZŠ,3826
1645,Košický kraj,Okres Gelnica,Muži,žiak z učilíšť,192
1646,Košický kraj,Okres Gelnica,Muži,žiak strednej školy,340
1647,Košický kraj,Okres Gelnica,Muži,študent vysokej školy,236
1648,Košický kraj,Okres Gelnica,Muži,nezistené,210
1649,Košický kraj,Okres Gelnica,Ženy,dôchodca,3502
1650,Košický kraj,Okres Gelnica,Ženy,nezávislí,108
1651,Košický kraj,Okres Gelnica,Ženy,deti a žiaci ZŠ,3689
1652,Košický kraj,Okres Gelnica,Ženy,žiak z učilíšť,100
1653,Košický kraj,Okres Gelnica,Ženy,žiak strednej školy,436
1654,Košický kraj,Okres Gelnica,Ženy,študent vysokej školy,239
1655,Košický kraj,Okres Gelnica,Ženy,nezistené,360
1656,Košický kraj,Okres Košice I,Muži,na materskej dovolenke,19
1657,Košický kraj,Okres Košice I,Muži,pracujúci dôhodcovia,680
1658,Košický kraj,Okres Košice I,Muži,vypomáhajúci v rod. podniku,5
1659,Košický kraj,Okres Košice I,Muži,nezamestnaní,3124
1660,Košický kraj,Okres Košice I,Muži,iné,12839
1661,Košický kraj,Okres Košice I,Ženy,na materskej dovolenke,1626
1662,Košický kraj,Okres Košice I,Ženy,pracujúci dôhodcovia,1085
1663,Košický kraj,Okres Košice I,Ženy,vypomáhajúci v rod. podniku,23
1664,Košický kraj,Okres Košice I,Ženy,nezamestnaní,2866
1665,Košický kraj,Okres Košice I,Ženy,iné,11565
1666,Košický kraj,Okres Košice I,Muži,dôchodca,4260
1667,Košický kraj,Okres Košice I,Muži,nezávislí,392
1668,Košický kraj,Okres Košice I,Muži,deti a žiaci ZŠ,7691
1669,Košický kraj,Okres Košice I,Muži,žiak z učilíšť,219
1670,Košický kraj,Okres Košice I,Muži,žiak strednej školy,843
1671,Košický kraj,Okres Košice I,Muži,študent vysokej školy,884
1672,Košický kraj,Okres Košice I,Muži,nezistené,1256
1673,Košický kraj,Okres Košice I,Ženy,dôchodca,7889
1674,Košický kraj,Okres Košice I,Ženy,nezávislí,293
1675,Košický kraj,Okres Košice I,Ženy,deti a žiaci ZŠ,7311
1676,Košický kraj,Okres Košice I,Ženy,žiak z učilíšť,121
1677,Košický kraj,Okres Košice I,Ženy,žiak strednej školy,921
1678,Košický kraj,Okres Košice I,Ženy,študent vysokej školy,775
1679,Košický kraj,Okres Košice I,Ženy,nezistené,1575
1680,Košický kraj,Okres Košice II,Muži,na materskej dovolenke,11
1681,Košický kraj,Okres Košice II,Muži,pracujúci dôhodcovia,830
1682,Košický kraj,Okres Košice II,Muži,vypomáhajúci v rod. podniku,7
1683,Košický kraj,Okres Košice II,Muži,nezamestnaní,4084
1684,Košický kraj,Okres Košice II,Muži,iné,15440
1685,Košický kraj,Okres Košice II,Ženy,na materskej dovolenke,1752
1686,Košický kraj,Okres Košice II,Ženy,pracujúci dôhodcovia,1314
1687,Košický kraj,Okres Košice II,Ženy,vypomáhajúci v rod. podniku,22
1688,Košický kraj,Okres Košice II,Ženy,nezamestnaní,3780
1689,Košický kraj,Okres Košice II,Ženy,iné,13744
1690,Košický kraj,Okres Košice II,Muži,dôchodca,4483
1691,Košický kraj,Okres Košice II,Muži,nezávislí,503
1692,Košický kraj,Okres Košice II,Muži,deti a žiaci ZŠ,8893
1693,Košický kraj,Okres Košice II,Muži,žiak z učilíšť,449
1694,Košický kraj,Okres Košice II,Muži,žiak strednej školy,1633
1695,Košický kraj,Okres Košice II,Muži,študent vysokej školy,935
1696,Košický kraj,Okres Košice II,Muži,nezistené,1224
1697,Košický kraj,Okres Košice II,Ženy,dôchodca,7341
1698,Košický kraj,Okres Košice II,Ženy,nezávislí,306
1699,Košický kraj,Okres Košice II,Ženy,deti a žiaci ZŠ,8669
1700,Košický kraj,Okres Košice II,Ženy,žiak z učilíšť,201
1701,Košický kraj,Okres Košice II,Ženy,žiak strednej školy,1658
1702,Košický kraj,Okres Košice II,Ženy,študent vysokej školy,915
1703,Košický kraj,Okres Košice II,Ženy,nezistené,1656
1704,Košický kraj,Okres Košice III,Muži,na materskej dovolenke,4
1705,Košický kraj,Okres Košice III,Muži,pracujúci dôhodcovia,143
1706,Košický kraj,Okres Košice III,Muži,vypomáhajúci v rod. podniku,2
1707,Košický kraj,Okres Košice III,Muži,nezamestnaní,2126
1708,Košický kraj,Okres Košice III,Muži,iné,6828
1709,Košický kraj,Okres Košice III,Ženy,na materskej dovolenke,672
1710,Košický kraj,Okres Košice III,Ženy,pracujúci dôhodcovia,211
1711,Košický kraj,Okres Košice III,Ženy,vypomáhajúci v rod. podniku,4
1712,Košický kraj,Okres Košice III,Ženy,nezamestnaní,1973
1713,Košický kraj,Okres Košice III,Ženy,iné,6547
1714,Košický kraj,Okres Košice III,Muži,dôchodca,893
1715,Košický kraj,Okres Košice III,Muži,nezávislí,278
1716,Košický kraj,Okres Košice III,Muži,deti a žiaci ZŠ,2589
1717,Košický kraj,Okres Košice III,Muži,žiak z učilíšť,167
1718,Košický kraj,Okres Košice III,Muži,žiak strednej školy,605
1719,Košický kraj,Okres Košice III,Muži,študent vysokej školy,744
1720,Košický kraj,Okres Košice III,Muži,nezistené,581
1721,Košický kraj,Okres Košice III,Ženy,dôchodca,1536
1722,Košický kraj,Okres Košice III,Ženy,nezávislí,160
1723,Košický kraj,Okres Košice III,Ženy,deti a žiaci ZŠ,2489
1724,Košický kraj,Okres Košice III,Ženy,žiak z učilíšť,80
1725,Košický kraj,Okres Košice III,Ženy,žiak strednej školy,733
1726,Košický kraj,Okres Košice III,Ženy,študent vysokej školy,706
1727,Košický kraj,Okres Košice III,Ženy,nezistené,674
1728,Košický kraj,Okres Košice IV,Muži,na materskej dovolenke,14
1729,Košický kraj,Okres Košice IV,Muži,pracujúci dôhodcovia,600
1730,Košický kraj,Okres Košice IV,Muži,vypomáhajúci v rod. podniku,9
1731,Košický kraj,Okres Košice IV,Muži,nezamestnaní,3170
1732,Košický kraj,Okres Košice IV,Muži,iné,12103
1733,Košický kraj,Okres Košice IV,Ženy,na materskej dovolenke,1294
1734,Košický kraj,Okres Košice IV,Ženy,pracujúci dôhodcovia,957
1735,Košický kraj,Okres Košice IV,Ženy,vypomáhajúci v rod. podniku,16
1736,Košický kraj,Okres Košice IV,Ženy,nezamestnaní,2808
1737,Košický kraj,Okres Košice IV,Ženy,iné,10752
1738,Košický kraj,Okres Košice IV,Muži,dôchodca,3713
1739,Košický kraj,Okres Košice IV,Muži,nezávislí,453
1740,Košický kraj,Okres Košice IV,Muži,deti a žiaci ZŠ,4612
1741,Košický kraj,Okres Košice IV,Muži,žiak z učilíšť,215
1742,Košický kraj,Okres Košice IV,Muži,žiak strednej školy,722
1743,Košický kraj,Okres Košice IV,Muži,študent vysokej školy,772
1744,Košický kraj,Okres Košice IV,Muži,nezistené,868
1745,Košický kraj,Okres Košice IV,Ženy,dôchodca,6859
1746,Košický kraj,Okres Košice IV,Ženy,nezávislí,251
1747,Košický kraj,Okres Košice IV,Ženy,deti a žiaci ZŠ,4357
1748,Košický kraj,Okres Košice IV,Ženy,žiak z učilíšť,93
1749,Košický kraj,Okres Košice IV,Ženy,žiak strednej školy,721
1750,Košický kraj,Okres Košice IV,Ženy,študent vysokej školy,787
1751,Košický kraj,Okres Košice IV,Ženy,nezistené,1090
1752,Košický kraj,Okres Košice - okolie,Muži,na materskej dovolenke,22
1753,Košický kraj,Okres Košice - okolie,Muži,pracujúci dôhodcovia,993
1754,Košický kraj,Okres Košice - okolie,Muži,vypomáhajúci v rod. podniku,8
1755,Košický kraj,Okres Košice - okolie,Muži,nezamestnaní,8550
1756,Košický kraj,Okres Košice - okolie,Muži,iné,19484
1757,Košický kraj,Okres Košice - okolie,Ženy,na materskej dovolenke,2954
1758,Košický kraj,Okres Košice - okolie,Ženy,pracujúci dôhodcovia,1466
1759,Košický kraj,Okres Košice - okolie,Ženy,vypomáhajúci v rod. podniku,21
1760,Košický kraj,Okres Košice - okolie,Ženy,nezamestnaní,6858
1761,Košický kraj,Okres Košice - okolie,Ženy,iné,14342
1762,Košický kraj,Okres Košice - okolie,Muži,dôchodca,6719
1763,Košický kraj,Okres Košice - okolie,Muži,nezávislí,651
1764,Košický kraj,Okres Košice - okolie,Muži,deti a žiaci ZŠ,13071
1765,Košický kraj,Okres Košice - okolie,Muži,žiak z učilíšť,639
1766,Košický kraj,Okres Košice - okolie,Muži,žiak strednej školy,1462
1767,Košický kraj,Okres Košice - okolie,Muži,študent vysokej školy,629
1768,Košický kraj,Okres Košice - okolie,Muži,nezistené,847
1769,Košický kraj,Okres Košice - okolie,Ženy,dôchodca,11268
1770,Košický kraj,Okres Košice - okolie,Ženy,nezávislí,411
1771,Košický kraj,Okres Košice - okolie,Ženy,deti a žiaci ZŠ,12441
1772,Košický kraj,Okres Košice - okolie,Ženy,žiak z učilíšť,260
1773,Košický kraj,Okres Košice - okolie,Ženy,žiak strednej školy,1566
1774,Košický kraj,Okres Košice - okolie,Ženy,študent vysokej školy,637
1775,Košický kraj,Okres Košice - okolie,Ženy,nezistené,1700
1776,Košický kraj,Okres Michalovce,Muži,na materskej dovolenke,34
1777,Košický kraj,Okres Michalovce,Muži,pracujúci dôhodcovia,967
1778,Košický kraj,Okres Michalovce,Muži,vypomáhajúci v rod. podniku,8
1779,Košický kraj,Okres Michalovce,Muži,nezamestnaní,9695
1780,Košický kraj,Okres Michalovce,Muži,iné,18123
1781,Košický kraj,Okres Michalovce,Ženy,na materskej dovolenke,2053
1782,Košický kraj,Okres Michalovce,Ženy,pracujúci dôhodcovia,1599
1783,Košický kraj,Okres Michalovce,Ženy,vypomáhajúci v rod. podniku,30
1784,Košický kraj,Okres Michalovce,Ženy,nezamestnaní,8317
1785,Košický kraj,Okres Michalovce,Ženy,iné,14817
1786,Košický kraj,Okres Michalovce,Muži,dôchodca,7115
1787,Košický kraj,Okres Michalovce,Muži,nezávislí,700
1788,Košický kraj,Okres Michalovce,Muži,deti a žiaci ZŠ,12557
1789,Košický kraj,Okres Michalovce,Muži,žiak z učilíšť,525
1790,Košický kraj,Okres Michalovce,Muži,žiak strednej školy,1462
1791,Košický kraj,Okres Michalovce,Muži,študent vysokej školy,1001
1792,Košický kraj,Okres Michalovce,Muži,nezistené,635
1793,Košický kraj,Okres Michalovce,Ženy,dôchodca,12479
1794,Košický kraj,Okres Michalovce,Ženy,nezávislí,380
1795,Košický kraj,Okres Michalovce,Ženy,deti a žiaci ZŠ,11906
1796,Košický kraj,Okres Michalovce,Ženy,žiak z učilíšť,260
1797,Košický kraj,Okres Michalovce,Ženy,žiak strednej školy,1637
1798,Košický kraj,Okres Michalovce,Ženy,študent vysokej školy,1074
1799,Košický kraj,Okres Michalovce,Ženy,nezistené,1747
1800,Košický kraj,Okres Rožňava,Muži,na materskej dovolenke,24
1801,Košický kraj,Okres Rožňava,Muži,pracujúci dôhodcovia,1108
1802,Košický kraj,Okres Rožňava,Muži,vypomáhajúci v rod. podniku,3
1803,Košický kraj,Okres Rožňava,Muži,nezamestnaní,5607
1804,Košický kraj,Okres Rožňava,Muži,iné,10562
1805,Košický kraj,Okres Rožňava,Ženy,na materskej dovolenke,1596
1806,Košický kraj,Okres Rožňava,Ženy,pracujúci dôhodcovia,1644
1807,Košický kraj,Okres Rožňava,Ženy,vypomáhajúci v rod. podniku,16
1808,Košický kraj,Okres Rožňava,Ženy,nezamestnaní,4187
1809,Košický kraj,Okres Rožňava,Ženy,iné,8816
1810,Košický kraj,Okres Rožňava,Muži,dôchodca,3656
1811,Košický kraj,Okres Rožňava,Muži,nezávislí,368
1812,Košický kraj,Okres Rožňava,Muži,deti a žiaci ZŠ,6733
1813,Košický kraj,Okres Rožňava,Muži,žiak z učilíšť,349
1814,Košický kraj,Okres Rožňava,Muži,žiak strednej školy,779
1815,Košický kraj,Okres Rožňava,Muži,študent vysokej školy,402
1816,Košický kraj,Okres Rožňava,Muži,nezistené,388
1817,Košický kraj,Okres Rožňava,Ženy,dôchodca,6549
1818,Košický kraj,Okres Rožňava,Ženy,nezávislí,235
1819,Košický kraj,Okres Rožňava,Ženy,deti a žiaci ZŠ,6360
1820,Košický kraj,Okres Rožňava,Ženy,žiak z učilíšť,183
1821,Košický kraj,Okres Rožňava,Ženy,žiak strednej školy,971
1822,Košický kraj,Okres Rožňava,Ženy,študent vysokej školy,407
1823,Košický kraj,Okres Rožňava,Ženy,nezistené,944
1824,Košický kraj,Okres Sobrance,Muži,na materskej dovolenke,8
1825,Košický kraj,Okres Sobrance,Muži,pracujúci dôhodcovia,475
1826,Košický kraj,Okres Sobrance,Muži,vypomáhajúci v rod. podniku,1
1827,Košický kraj,Okres Sobrance,Muži,nezamestnaní,2195
1828,Košický kraj,Okres Sobrance,Muži,iné,3545
1829,Košický kraj,Okres Sobrance,Ženy,na materskej dovolenke,521
1830,Košický kraj,Okres Sobrance,Ženy,pracujúci dôhodcovia,753
1831,Košický kraj,Okres Sobrance,Ženy,vypomáhajúci v rod. podniku,2
1832,Košický kraj,Okres Sobrance,Ženy,nezamestnaní,1633
1833,Košický kraj,Okres Sobrance,Ženy,iné,2672
1834,Košický kraj,Okres Sobrance,Muži,dôchodca,1859
1835,Košický kraj,Okres Sobrance,Muži,nezávislí,162
1836,Košický kraj,Okres Sobrance,Muži,deti a žiaci ZŠ,2565
1837,Košický kraj,Okres Sobrance,Muži,žiak z učilíšť,101
1838,Košický kraj,Okres Sobrance,Muži,žiak strednej školy,309
1839,Košický kraj,Okres Sobrance,Muži,študent vysokej školy,180
1840,Košický kraj,Okres Sobrance,Muži,nezistené,158
1841,Košický kraj,Okres Sobrance,Ženy,dôchodca,3205
1842,Košický kraj,Okres Sobrance,Ženy,nezávislí,94
1843,Košický kraj,Okres Sobrance,Ženy,deti a žiaci ZŠ,2483
1844,Košický kraj,Okres Sobrance,Ženy,žiak z učilíšť,49
1845,Košický kraj,Okres Sobrance,Ženy,žiak strednej školy,308
1846,Košický kraj,Okres Sobrance,Ženy,študent vysokej školy,181
1847,Košický kraj,Okres Sobrance,Ženy,nezistené,317
